name,administrative_unit,last_update,county,status_notes,location,date_started
Chalk Fire ,CAL FIRE Nevada-Yuba-Placer UnitåÊ,"December 2, 2011 9:00 amåÊ",Nevada CountyåÊ,20 acres - 100% containedåÊ,10 miles east of Nevada CityåÊ,"December 1, 2011 2:54 pmåÊ"
El Dorado Complex ,CAL FIRE Amador-El Dorado UnitåÊ,"December 4, 2011 5:30 pmåÊ",El Dorado CountyåÊ,9 fires - 132 acres - 100% containedåÊ,Throughout El Dorado County.åÊ,"December 1, 2011 11:00 amåÊ"
Tuolumne-Calaveras Wind Event ,CAL FIRE Tuolumne-Calaveras UnitåÊ,"December 6, 2011 2:00 pmåÊ",Tuolumne and Calaveras countiesåÊ,5 fires - 781 acres - 100% containedåÊ,Multiple fires in both countiesåÊ,"December 1, 2011 7:08 amåÊ"
198 FireåÊ,CAL FIRE San Benito-Monterey UntåÊ,"December 1, 2011 11:30 amåÊ",Monterey CountyåÊ,75 acres - 100% containedåÊ,Hwy 198 at Priest Valley east of King CityåÊ,"November 30, 2011 9:35 pmåÊ"
Yager FireåÊ,CAL FIRE Humboldt-Del Norte UnitåÊ,"November 11, 2011 5:30 pmåÊ",Humboldt CountyåÊ,60 acres - 100% containedåÊ,Off Hwy 36 near CarlottaåÊ,"November 10, 2011 11:08 amåÊ"
Loma FireåÊ,CAL FIRE Sonoma-Lake-Napa UnitåÊ,"November 2, 2011 8:30 amåÊ",Napa CountyåÊ,90 acres - 100% contained.åÊ,"Loma Vista Dr & Soda Canyon Rd, north of the City of NapaåÊ","November 1, 2011 9:05 pmåÊ"
Mill FireåÊ,San Bernardino National Forest / CAL FIRE San Bernardino UnitåÊ,"October 22, 2011 7:30 pmåÊ",San Bernardino CountyåÊ,42 acres - 100% contained.åÊ,"Hwy 38 east of Bryant St near the Mill Creek Bridge, north of Yucaipa (San Bernardino County).åÊ","October 21, 2011 2:27 pmåÊ"
Great Fire ,CAL FIRE San Diego UnitåÊ,"October 6, 2011 7:00 amåÊ",San Diego CountyåÊ,"2,135 acres - 100% containedåÊ","South side of Highway 78 & Scissors Crossing, east of Julian near Shelter ValleyåÊ","October 1, 2011 12:53 pmåÊ"
San Diego County Lightning Fires ,CAL FIRE San Diego UnitåÊ,"October 1, 2011 9:00 pmåÊ",San Diego CountyåÊ,4 fires - 56 acres - 100% containedåÊ,"Boulevard, Sunshine Summit and throughout backcountry of San Diego CountyåÊ","September 30, 2011 2:33 pmåÊ"
Buckeye FireåÊ,Humboldt-Toiyabe National Forest åÊ,"September 29, 2011 8:00 amåÊ",Mono CountyåÊ,"1,040 acres - 100% contained**This is NOT a CAL FIRE Incident.** Click the link above for information from the US Forest Service.  åÊ",Near BridgeportåÊ,"September 25, 2011 11:00 amåÊ"
Windy Point FireåÊ,San Bernardino National ForeståÊ,"September 29, 2011 8:00 amåÊ",Riverside CountyåÊ,541 acres - 100% contained**This is NOT a CAL FIRE Incident.** Click the link above for information from the US Forest Service.åÊ,"Hwy 111 and  Windy Point, Palm SpringsåÊ","September 24, 2011 6:53 pmåÊ"
Honey FireåÊ,CAL FIRE Butte UnitåÊ,"September 24, 2011 5:00 pmåÊ",Butte CountyåÊ,70 acres - 100% containedåÊ,"Honey Run Rd & Horse Run Ln, southeast of ChicoåÊ","September 24, 2011 2:00 pmåÊ"
Tulare County Lightning Fires ,CAL FIRE Tulare UnitåÊ,"September 29, 2011 8:00 amåÊ",Tulare CountyåÊ,4 fires - 393 acres - 100% containedåÊ,Throughout the Tulare County foothillsåÊ,"September 23, 2011 9:45 pmåÊ"
Kern County Lightning FiresåÊ,Kern County FireåÊ,"September 24, 2011 12:40 pmåÊ",Kern CountyåÊ,"20+ fires - 2,470+ acres - 100% containment åÊ",Mountainous areas of eastern and southern parts of the County.åÊ,"September 23, 2011 5:00 pmåÊ"
West FireåÊ,CAL FIRE Fresno-Kings UnitåÊ,"September 23, 2011 10:00 pmåÊ",Fresno CountyåÊ,40 acres - 100% containedåÊ,Hwy 198 and Fresno-Coalinga Rd in CoalingaåÊ,"September 23, 2011 2:30 pmåÊ"
Ruth FireåÊ,Six Rivers National ForeståÊ,"September 29, 2011 8:00 amåÊ",Trinity CountyåÊ,"1,460 acres - 100% contained**This is NOT a CAL FIRE Incident.** Click the link above for information from the US Forest Service.  åÊ",Near the Community of RuthåÊ,"September 23, 2011 12:00 pmåÊ"
Mint FireåÊ,Angeles National ForeståÊ,"December 31, 1969 4:00 pmåÊ",Los Angeles CountyåÊ,634 acres - 100% contained **This is NOT a CAL FIRE Incident. Click the link above for information from the US Forest Service.  åÊ,"Sierra Hwy at Mint Canyon Rd, north of Agua DulceåÊ","September 17, 2011 8:00 amåÊ"
John Fire ,CAL FIRE San Bernardino UnitåÊ,"September 16, 2011 7:00 amåÊ",Inyo CountyåÊ,"5,353 acres - 100% containedåÊ","Highway 395, 2 miles south of Big Pine in the Crater Mountain Area.åÊ","September 13, 2011 1:54 pmåÊ"
South Lightning (Tennessee Fire) ,CAL FIRE Tulare UnitåÊ,"September 14, 2011 10:00 amåÊ",Tulare CountyåÊ,407 acres - 100% containedåÊ,"Tennessee Knob, 4 to 5 mi. north of Fountain SpringsåÊ","September 11, 2011 12:00 pmåÊ"
Hurricane Complex (Previously Santa Lucia Lighting Complex)åÊ,"Santa Lucia Ranger District, Los Padres National ForeståÊ","September 12, 2011 7:45 pmåÊ",Santa Barbara CountyåÊ,262 acres - 100% contained **This is NOT a CAL FIRE Incident. Click the link above for information from the US Forest Service.  åÊ,Santa Lucia Ranger DistrictåÊ,"September 10, 2011 11:00 amåÊ"
Breckenridge Complex ,Sequoia National Forest / Kern County Fire / CAL FIREåÊ,"September 18, 2011 8:00 amåÊ",Kern CountyåÊ,"25,213 acres - 100% contained.åÊ","Breckenridge Rd., east of Comanche Rd., Walker Basin Area‰ÛÂ‰ÛÂåÊ","September 10, 2011 10:55 amåÊ"
Comanche Fire Complex ,Kern County Fire / CAL FIREåÊ,"September 16, 2011 6:00 amåÊ",Kern County åÊ,"4 fires totaling 29,338 acres - 100% containedåÊ",5 miles south east of ArvinåÊ,"September 10, 2011 4:00 amåÊ"
Keene Complex Fires ,Kern County Fire / CAL FIREåÊ,"September 14, 2011 8:00 amåÊ",Kern CountyåÊ,"6 fires for a total of 10,470 acres - 100% containedåÊ",Highway 58 in Southeastern Kern County near Tehachapi åÊ,"September 10, 2011 2:30 amåÊ"
Southern Region Lightning ,Multiple CAL FIRE Units åÊ,"September 15, 2011 12:00 pmåÊ",Multiple CountiesåÊ,"Over 10,000 lightning strikes have burned more then 2000 acres - All 100% containedåÊ",Areas of Southern California (State and Federal Lands) åÊ,"September 9, 2011 10:00 pmåÊ"
Northern Region Lightning ,Multiple CAL FIRE Units åÊ,"September 15, 2011 12:00 pmåÊ",Multiple CountiesåÊ,"More then 3,200 lighting strikes have sparked a total of 108 fires throughout northern California - All 100% contained.åÊ",Across northern CaliforniaåÊ,"September 9, 2011 7:00 pmåÊ"
Milton FireåÊ,CAL FIRE Tuolumne-Calaveras UnitåÊ,"September 10, 2011 9:00 amåÊ",Stanislaus CountyåÊ,"1,112 acres - 100% contained.åÊ","Hwy 4 and Milton Road, east of FarmingtonåÊ","September 9, 2011 7:00 pmåÊ"
Branch 2 Fire ,CAL FIRE Madera-Mariposa-Merced UnitåÊ,"September 11, 2011 7:00 amåÊ",Mariposa CountyåÊ,40 acres - 100% contained åÊ,Alta Vista Rd. MariposaåÊ,"September 9, 2011 4:39 pmåÊ"
TCU September LightningåÊ,CAL FIRE Tuolumne-Calaveras UnitåÊ,"September 15, 2011 3:00 pmåÊ",Calaveras CountyåÊ,"1,135 acres - 100% containedåÊ",CountywideåÊ,"September 9, 2011 7:33 amåÊ"
Freccero FireåÊ,CAL FIRE Tuolumne-Calaveras UnitåÊ,"September 9, 2011 3:30 pmåÊ",Calaveras CountyåÊ,57 acres - 100% contained.åÊ,"Freccero Rd, near Mountain RanchåÊ","September 7, 2011 4:23 pmåÊ"
Banning FireåÊ,CAL FIRE Riverside Unit / Riverside County Fire åÊ,"September 7, 2011 5:30 pmåÊ",Riverside CountyåÊ,55 acres - 100% containedåÊ,San Gorgonio Ave and Old Banning Idyllwild Rd. in BanningåÊ,"September 7, 2011 1:59 pmåÊ"
Wagon Wheel FireåÊ,Los Angeles County FireåÊ,"September 7, 2011 12:00 pmåÊ",Los Angeles CountyåÊ,345 acres - 100% contained.åÊ,"Wagon Wheel Road and Darling Road, Agua DulceåÊ","September 5, 2011 12:54 pmåÊ"
Roadrunner FireåÊ,CAL FIRE Tulare UnitåÊ,"September 5, 2011 12:00 pmåÊ",Tulare CountyåÊ,335 acres - 100% containedåÊ,"Avenue 128 at ""P"" Hill, South of PortervilleåÊ","September 4, 2011 1:42 pmåÊ"
Canyon Fire ,Kern County Fire / CAL FIRE / BLMåÊ,"September 10, 2011 8:30 pmåÊ",Kern CountyåÊ,"14,585 acres - 100% containedåÊ","Blackburn Canyon Road at Snowshoe Lane, TehachapiåÊ","September 4, 2011 11:30 amåÊ"
Red FireåÊ,CAL FIRE Tuolumne-Calaveras UnitåÊ,"September 4, 2011 9:00 amåÊ",Tuolumne CountyåÊ,121 acres - 100% containedåÊ,County Road J59 at Old Don Pedro Road in Jamestown.åÊ,"September 3, 2011 5:00 pmåÊ"
Soda FireåÊ,CAL FIRE San Luis Obispo UnitåÊ,"September 4, 2011 9:00 pmåÊ",San Luis Obispo CountyåÊ,1300 acres - 100% containedåÊ,"orthside of Hwy 58, east of Soda Lake Rd., California Valley areaåÊ","September 3, 2011 2:57 pmåÊ"
Figueroa FireåÊ,Los Padres National ForeståÊ,"September 6, 2011 10:00 amåÊ",Santa Barbara CountyåÊ,698 acres - 100% contained **This is NOT a CAL FIRE Incident. Click the link above for information from the US Forest Service. åÊ,Southeast of Santa MariaåÊ,"September 3, 2011 1:00 pmåÊ"
Hill FireåÊ,CAL FIRE San Bernardino Unit / San Bernardino National ForeståÊ,"September 4, 2011 5:30 pmåÊ",San Bernardino CountyåÊ,"1,158 acres - 100% contained**Click the link above for more information from the US Forest Service.  åÊ","In the Cajon Pass,  I-15 south of Oak Hills Rd, Oak HillsåÊ","September 2, 2011 1:00 pmåÊ"
Hawkinsville Fire  ,CAL FIRE Siskiyou UnitåÊ,"September 4, 2011 6:00 pmåÊ",Siskiyou CountyåÊ,120 acres - 100% containedåÊ,West of Hawkinsville off Hawkinsville Road on Badger MtnåÊ,"September 1, 2011 4:05 pmåÊ"
Wildcat FireåÊ,CAL FIRE San Diego UnitåÊ,"August 29, 2011 8:00 pmåÊ",San Diego CountyåÊ,60 acres - 100% containedåÊ,"Wildcat Canyon and San Vicente Road, near the community of Ramona åÊ","August 29, 2011 3:07 pmåÊ"
Keller FireåÊ,CAL FIRE Riverside Unit / Riverside County FireåÊ,"August 29, 2011 7:00 pmåÊ",Riverside County åÊ,458 acres - 100% containedåÊ,"Baxter Rd and Menifee Rd, in the Winchester areaåÊ","August 29, 2011 1:01 pmåÊ"
Watts FireåÊ,CAL FIRE Fresno-Kings Unit / Fresno County Fire DeptåÊ,"August 29, 2011 9:30 pmåÊ",Fresno CountyåÊ,75 acres - 100% containedåÊ,"26,000 block of Watts Valley Road, east of ClovisåÊ","August 29, 2011 1:00 pmåÊ"
Pala Fire ,CAL FIRE San Diego UnitåÊ,"August 31, 2011 7:00 pmåÊ",San Diego CountyåÊ,223 acres - 100% containedåÊ,"Pala-Temecula Rd. and Moro Rd., north of PalaåÊ","August 29, 2011 10:30 amåÊ"
Yosemite FireåÊ,CAL FIRE San Luis Obispo UnitåÊ,"August 28, 2011 6:30 pmåÊ",San Luis Obispo CountyåÊ,85 acres - 100% containedåÊ,"Hwy 41 & Yosemite Dr, south of ShandonåÊ","August 28, 2011 4:27 pmåÊ"
Ridge FireåÊ,US Forest Service - Cleveland National Forest åÊ,"August 31, 2011 8:00 amåÊ",San Diego CountyåÊ,150 acres - 100% contained**This is NOT a CAL FIRE Incident. Click the link above for information from the US Forest Service. åÊ,"South of I-8 & east of Buckman Springs Rd, northeast of Lake Morena.åÊ","August 28, 2011 2:29 pmåÊ"
Florida Fire ,CAL FIRE San Bernardino UnitåÊ,"August 30, 2011 7:00 amåÊ",San Bernardino CountyåÊ,67 acres - 100% containedåÊ,"Greenspot Rd and Florida St,  MentoneåÊ","August 28, 2011 11:41 amåÊ"
Beacon Fire ,CAL FIRE Sonoma-Lake-Napa Unit & Fairfield Fire DepartmentåÊ,"August 29, 2011 6:00 amåÊ",Solano CountyåÊ,715 acres - 100% contained.åÊ,"Cement Hill, East of Interstate 80, Fairfield åÊ","August 27, 2011 5:50 pmåÊ"
Argyle Fire ,CAL FIRE San Benito-Monterey UnitåÊ,"August 29, 2011 9:00 amåÊ",Monterey CountyåÊ,200 acres - 100% contained åÊ,"Argyle Rd. and Jolon Rd., LockwoodåÊ","August 27, 2011 1:51 pmåÊ"
Oasis Fire ,Los Angeles County Fire Department / CAL FIRE San Bernardino UnitåÊ,"August 30, 2011 6:30 pmåÊ",Los Angeles County (near the San Bernardino County border)åÊ,355 acres - 100% contained.åÊ,South of Hwy 138 off Oasis Rd south of Pinion HillsåÊ,"August 27, 2011 1:44 pmåÊ"
Barrett Fire ,CAL FIRE San Diego UnitåÊ,"August 28, 2011 10:00 amåÊ",San Diego CountyåÊ,95 acres - 100% containedåÊ,"1/4 mile east of Battett Lake, noth of PotreroåÊ","August 27, 2011 1:04 pmåÊ"
Motor FireåÊ,US Forest Service - Sierra National ForeståÊ,"September 6, 2011 10:00 amåÊ",Mariposa CountyåÊ,"5,231 acres - 100% contained**This is NOT a CAL FIRE Incident. Click the link above for information from the US Forest Service.åÊ","Hwy 140 near the Ferguson rock slide, southwest of Yosemite National ParkåÊ","August 25, 2011 12:00 pmåÊ"
Patterson Fire ,CAL FIRE Santa Clara UnitåÊ,"August 23, 2011 6:10 pmåÊ",Alameda CountyåÊ,147 acres - 100% containedåÊ,"Patterson Pass Road at Cross Road, in the Altamont PassåÊ","August 23, 2011 12:13 pmåÊ"
Garza FireåÊ,CAL FIRE/Riverside County FireåÊ,"August 23, 2011 7:30 amåÊ",Riverside CountyåÊ,189 acres - 100% containmentåÊ,"Garza Rd & Yucca Rd near Good Hope, Northwest of Perris åÊ","August 22, 2011 2:32 pmåÊ"
Ken FireåÊ,San Bernardino National ForeståÊ,"August 23, 2011 8:40 amåÊ",San BernardinoåÊ,**This is NOT a CAL FIRE Incident.  Click HERE for more information from the US Forest Service.åÊ,East of Interstate 15 at Kenwood AvenueåÊ,"August 22, 2011 1:03 pmåÊ"
Annie FireåÊ,BLM and US Forest Service Modoc National ForeståÊ,"August 19, 2011 8:56 amåÊ",ModocåÊ,**This is NOT a CAL FIRE Incident.  Click HERE for more information from the US Forest Service.åÊ,North of Fort BidwellåÊ,"August 18, 2011 11:00 amåÊ"
Reliz Fire ,CAL FIRE San Benito-Monterey UnitåÊ,"August 18, 2011 9:00 pmåÊ",Monterey CountyåÊ,214 acres - 100% containedåÊ,West of King City off Monroe Canyon Rd.åÊ,"August 16, 2011 3:30 pmåÊ"
Knoxville Fire ,CAL FIRE Sonoma-Lake-Napa UnitåÊ,"August 15, 2011 11:00 amåÊ",Napa CountyåÊ,508 acres - 100% containedåÊ,"Off Berryessa-Knoxville Rd., north of Lake BerryessaåÊ","August 13, 2011 2:45 pmåÊ"
Ardo Fire ,CAL FIRE San Benito - Monterey UnitåÊ,"August 12, 2011 9:00 pmåÊ",Monterey CountyåÊ,94 acres - 100% containedåÊ,"Hwy 101 and Alvarado Rd, south of San ArdoåÊ","August 12, 2011 3:54 pmåÊ"
Yeager FireåÊ,CAL FIRE Nevada-Yuba-Placer UnitåÊ,"August 12, 2011 8:00 pmåÊ",Yuba CountyåÊ,140 acres - 100% contained.åÊ,"Chuck Yeager Rd and Waldo Rd, south of SmartsvilleåÊ","August 11, 2011 3:55 pmåÊ"
Gilman FireåÊ,CAL FIRE/Riverside County FireåÊ,"August 7, 2011 6:00 pmåÊ",Riverside CountyåÊ,945 acres - 100% containedåÊ,"East Bound Highway 60 at Gilman Springs Road, Moreno ValleyåÊ","August 6, 2011 4:01 pmåÊ"
Rosa FireåÊ,CAL FIRE San Benito - Monterey UnitåÊ,"August 6, 2011 6:00 pmåÊ",San Benito CountyåÊ,73 acres - 100% containedåÊ,"Rosa Morada Rd and Jarvis Lane, east of HollisteråÊ","August 6, 2011 3:00 pmåÊ"
Barn Fire ,CAL FIRE San Benito - Monterey UnitåÊ,"August 6, 2011 6:00 pmåÊ",San Benito & Monterey CountiesåÊ,36 acres - 100% containedåÊ,Southbound Hwy 101 & Cole Rd in AromasåÊ,"August 6, 2011 2:30 pmåÊ"
Sites FireåÊ,CAL FIRE Sonoma-Lake-Napa UnitåÊ,"August 4, 2011 11:30 amåÊ",Colusa CountyåÊ,55 acres - 100% containedReduced acreage due to better mapping in daylight hours.åÊ,"Sites Lodoga Road and Peterson Road, west of the town of SitesåÊ","August 3, 2011 9:42 pmåÊ"
Pass Fire ,CAL FIRE Mendocino UnitåÊ,"August 9, 2011 5:30 pmåÊ",Mendocino CountyåÊ,617 acres - 100% containedåÊ,"Hams Pass Rd and Hulls Mountain Area, Northeast of Covelo åÊ","August 3, 2011 12:03 pmåÊ"
Lion FireåÊ,Sequoia National ForeståÊ,"August 12, 2011 5:00 pmåÊ",Tulare CountyåÊ,**This is NOT a CAL FIRE Incident. Click the link above for information from the US Forest Service.åÊ,Sequoia National Forest - Golden Trout WildernessåÊ,"July 31, 2011 2:43 pmåÊ"
MMU Lightning Complex ,CAL FIRE Madera-Mariposa-Merced UnitåÊ,"August 3, 2011 8:00 amåÊ",Madera & Mariposa CountiesåÊ,16 fires for 129 acres - 100% containedåÊ,Throughout Madera & Mariposa CountiesåÊ,"July 31, 2011 12:40 pmåÊ"
Tyler 3 ,CAL FIRE Tulare UnitåÊ,"August 1, 2011 7:30 amåÊ",Tulare CountyåÊ, 25 acres - 100% containedåÊ,"Near Old Control Rd, 5 miles west of California Hot SpringsåÊ","July 30, 2011 5:37 pmåÊ"
Southridge FireåÊ,Sutter County Fire DepartmentåÊ,"July 27, 2011 6:20 pmåÊ",Sutter CountyåÊ,112 acres - 100% contained**This is NOT a CAL FIRE incident.åÊ,10 Miles Northwest of Yuba City  åÊ,"July 27, 2011 3:40 pmåÊ"
Murray Fire ,CAL FIRE Tuolumne-Calaveras UnitåÊ,"July 28, 2011 9:00 amåÊ",Calaveras CountyåÊ,83 acres - 100% containedåÊ,"Murray Dale Lane, San AndreasåÊ","July 25, 2011 1:44 pmåÊ"
Revis FireåÊ,CAL FIRE Madera-Mariposa-Merced UnitåÊ,"July 24, 2011 6:00 pmåÊ",Madera CountyåÊ,30 acres - 100%åÊ,on Revis Road and Revis Lane in Yosemite LakesåÊ,"July 24, 2011 1:00 pmåÊ"
Romero FireåÊ,CAL FIRE Madera-Mariposa-Merced UnitåÊ,"July 23, 2011 2:00 pmåÊ",Merced CountyåÊ,489 acres - 100% ContainedåÊ,"Hwy 152 at the Romero Visitors Center, Los BanosåÊ","July 23, 2011 8:43 amåÊ"
Middle FireåÊ,CAL FIRE Tuolomne-Calaveras UnitåÊ,"July 24, 2011 4:50 amåÊ",Calaveras CountyåÊ,100 acres - 100% containedåÊ,ear Mokelumne River at Middle Bar BridgeåÊ,"July 22, 2011 4:48 pmåÊ"
Eagle Fire ,CAL FIRE San Diego UnitåÊ,"August 1, 2011 7:00 amåÊ",San Diego CountyåÊ,"14,100 acres - 100% containedåÊ","Los Coyotes Indian Reservation, Warner SpringsåÊ","July 21, 2011 10:40 pmåÊ"
Flynn FireåÊ,CAL FIRE Santa Clara UnitåÊ,"July 22, 2011 8:20 amåÊ",Alameda CountyåÊ,517 acres - 100% containedåÊ,"Hwy 580 and Patterson Pass near Flynn Road, west of Tracy.  åÊ","July 21, 2011 9:32 pmåÊ"
Eastman Fire ,CAL FIRE Madera-Mariposa-Merced UnitåÊ,"July 21, 2011 10:30 pmåÊ",Madera CountyåÊ,292 acres - 100% containedåÊ,"Off Road 29 and Avenue 26, near Eastman Lake åÊ","July 21, 2011 8:02 pmåÊ"
McDonald FireåÊ,CAL FIRE Santa Clara UnitåÊ,"July 21, 2011 6:55 pmåÊ",Santa Clara CountyåÊ,27 acres - 100% ContainedåÊ,east of Morgan Hill below Anderson LakeåÊ,"July 21, 2011 4:50 pmåÊ"
Pony FireåÊ,CAL FIRE/Riverside County FireåÊ,"July 21, 2011 9:45 pmåÊ",Riverside CountyåÊ,35 acres - 100% containedåÊ,"Howard Road and Pony Trail Road, in Anza åÊ","July 21, 2011 12:25 pmåÊ"
San Tim FireåÊ,CAL FIRE/Riverside County FireåÊ,"July 20, 2011 7:30 pmåÊ",Riverside CountyåÊ,80 acres - 100% containedåÊ,"San Timoteo Canyon Road, NW of Redlands Blvd in Moreno ValleyåÊ","July 20, 2011 1:58 pmåÊ"
Hahn Fire ,CAL FIRE Sonoma-Lake-Napa UnitåÊ,"July 19, 2011 6:30 pmåÊ",Colusa CountyåÊ,80 acres - 100% containedåÊ,Off Cortina School Rd and Hahn Rd outside ArbuckleåÊ,"July 19, 2011 3:57 pmåÊ"
Whitewater FireåÊ,CAL FIRE/Riverside County FireåÊ,"July 19, 2011 2:05 pmåÊ",Riverside CountyåÊ,80 acres - 100% containedåÊ,"WB I 10, west of Whitewater Canyon RoadåÊ","July 19, 2011 10:28 amåÊ"
Scorpion ComplexåÊ,Modoc National ForeståÊ,"July 18, 2011 9:00 amåÊ",Modoc CountyåÊ,"2,945 acres - 100% contained.**This is NOT a CAL FIRE incident. Click the link above for more information from the US Forest Service.åÊ","Scorpion Point, 10 miles North of TionestaåÊ","July 15, 2011 6:45 pmåÊ"
Buffalo FireåÊ,CAL FIRE San Diego UnitåÊ,"July 16, 2011 9:00 amåÊ",San Diego CountyåÊ,26 acres - 100% containedåÊ,"North of Old Hwy 80, JacumbaåÊ","July 15, 2011 3:22 pmåÊ"
White FireåÊ,CAL FIRE Amador-El Dorado UnitåÊ,"July 14, 2011 4:45 pmåÊ",Sacramento CountyåÊ,30 acres - 100% containedåÊ,White Rock Rd at the Prairie City SVRA RacewayåÊ,"July 14, 2011 2:07 pmåÊ"
Flynn FireåÊ,CAL FIRE Santa Clara UnitåÊ,"July 14, 2011 3:30 pmåÊ",Alameda CountyåÊ,400 Acres - 100% containedåÊ,West of Tracy in the Altamont passåÊ,"July 14, 2011 1:15 pmåÊ"
School FireåÊ,CAL FIRE Riverside Unit / Riverside County Fire åÊ,"July 13, 2011 8:30 pmåÊ",Riverside CountyåÊ,40 Acres - 100% containedåÊ,"Indian School Lane and N. 8th St, in BanningåÊ","July 13, 2011 2:04 pmåÊ"
Krista Fire ,CAL FIRE Nevada-Yuba-Placer UnitåÊ,"July 11, 2011 10:30 amåÊ",Yuba CountyåÊ,350 acres - 100% containedåÊ,orth of Smartsville on the north side of the Yuba RiveråÊ,"July 9, 2011 4:06 pmåÊ"
Granite Fire ,CAL FIRE Tulare UnitåÊ,"July 11, 2011 7:00 pmåÊ",Tulare CountyåÊ,832 acres - 100% containedåÊ,"Rocky Hill Dr and Olive Ave, east of PortervilleåÊ","July 9, 2011 3:49 pmåÊ"
Chrisman FireåÊ,CAL FIRE Santa Clara UnitåÊ,"July 5, 2011 8:30 pmåÊ",San Joaquin CountyåÊ,400 acres - 100% containedåÊ,"I-580 and Chrisman Rd, south of Tracy åÊ","July 5, 2011 4:37 pmåÊ"
Deep FireåÊ,CAL FIRE San Bernardino UnitåÊ,"July 5, 2011 7:00 pmåÊ",San Bernardino CountyåÊ,119 acres - 100% containedåÊ,"Juniper Flats Rd,, South of Apple ValleyåÊ","July 3, 2011 4:05 pmåÊ"
Spanish FireåÊ,CAL FIRE Humboldt-Del Norte UnitåÊ,"July 3, 2011 9:30 amåÊ",Humboldt CountyåÊ,498 acres - 100% containedMore Information åÊ,"Kings Range Wilderness, 6 Miles Southeast of Petrolia‰ÛÂåÊ","July 1, 2011 8:52 pmåÊ"
Wheelabrator FireåÊ,CAL FIRE Shasta-Trinity UnitåÊ,"June 27, 2011 6:30 pmåÊ",Shasta CountyåÊ,35 acres - 100% containedåÊ,"Industry Rd and North Barney St, north of Cottonwood‰ÛÂåÊ","June 27, 2011 4:45 pmåÊ"
